DR2Name,Prot_Final,Class,Quality,Double,Multi,Eclipsing_Binary,Contaminated,Spot_Evolution,Flares,Notes,RA,Dec,Gmag,BP_RP,Prot,Prot_LS,Power_LS,TESS_Data
Gaia DR2 660327960217390848,-1.0,,,,,,,,,,131.960509,19.153067,17.375795,2.9221,-1,0.0,0.0,No
Gaia DR2 660328239391298176,-1.0,,,,,,,,,,131.894528,19.138311,15.021977,2.2777,-1,0.0,0.0,No
Gaia DR2 660348335542434048,-1.0,,,,,,,,,,133.520853,18.447517,17.98206516,3.0708,-1,0.0,0.0,No
Gaia DR2 660455473502515200,-1.0,,,,,,,,,,133.793574,19.069941,16.469952,2.6597,-1,0.0,0.0,No
Gaia DR2 660478013490829056,-1.0,,,,,,,,,,133.44448,19.303959,14.118033,1.8584,-1,0.0,0.0,No
Gaia DR2 660553978576244736,-1.0,,,,,,,,,,134.007221,19.28764,17.873602,3.2358,-1,0.0,0.0,No
Gaia DR2 660562126130388992,-1.0,,,,,,,,,,134.094898,19.427214,15.637247,2.6657,-1,0.0,0.0,No
Gaia DR2 660582913772038656,-1.0,,,,,,,,,,133.931887,19.628448,16.186829,2.6667,-1,0.0,0.0,No
Gaia DR2 660625171954182528,-1.0,,,,,,,,,,132.932852,18.992962,18.83927316,3.6117,-1,0.0,0.0,No
Gaia DR2 660627753231184128,-1.0,,,,,,,,,,132.749511,19.00988,17.670979,2.976,-1,0.0,0.0,No
Gaia DR2 660631047469277824,-1.0,,,,,,,,,,133.060536,19.060879,14.566604,2.1358,-1,0.0,0.0,No
Gaia DR2 660678429548883968,-1.0,,,,,,,,,,133.165293,19.491268,17.838717,3.091,-1,0.0,0.0,No
Gaia DR2 660700561516668288,-1.0,,,,,,,,,,132.577305,19.428532,12.468853,1.1356,-1,0.0,0.0,No
Gaia DR2 660708734838903808,-1.0,,,,,,,,,,132.665522,19.543368,19.282763,2.4121,-1,0.0,0.0,No
Gaia DR2 660725571110046080,-1.0,,,,,,,,,,132.557018,19.690022,19.014072,3.0575,-1,0.0,0.0,No
Gaia DR2 660733095892705792,-1.0,,,,,,,,,,132.736988,19.616081,16.407822,2.7007,-1,0.0,0.0,No
Gaia DR2 660751581432060800,-1.0,,,,,,,,,,132.707685,19.810135,16.508348,2.8616,-1,0.0,0.0,No
Gaia DR2 660776595321126656,-1.0,,,,,,,,,,133.695822,19.786501,18.639534,3.0384,-1,0.0,0.0,No
Gaia DR2 660862052286909312,-1.0,,,,,,,,,,133.387621,20.248241,16.912983,2.8727,-1,0.0,0.0,No
Gaia DR2 660878991637884672,-1.0,,,,,,,,,,133.759345,20.39835,13.510819,1.551,-1,0.0,0.0,No
Gaia DR2 660909189551857664,-1.0,,,,,,,,,,130.653398,18.38887,9.976974,0.6631,-1,0.0,0.0,No
Gaia DR2 660909812323424768,-1.0,,,,,,,,,,130.693948,18.438601,18.59185916,3.3296,-1,0.0,0.0,No
Gaia DR2 660913179577777152,-1.0,,,,,,,,,,130.913915,18.42557,16.25924,2.6549,-1,0.0,0.0,No
Gaia DR2 660917921221670400,-1.0,,,,,,,,,,130.803873,18.530806,15.837771,2.4843,-1,0.0,0.0,No
Gaia DR2 660918127380096640,-1.0,,,,,,,,,,130.879413,18.54855,13.442511,1.6178,-1,0.0,0.0,No
Gaia DR2 660921868295373312,-1.0,,,,,,,,,,130.64029,18.458073,19.02549916,3.191,-1,0.0,0.0,No
Gaia DR2 660923105246007552,-1.0,,,,,,,,,,130.685889,18.466686,17.728884,2.9929,-1,0.0,0.0,No
Gaia DR2 660924582714941184,-1.0,,,,,,,,,,130.659636,18.541088,19.19312916,3.2106,-1,0.0,0.0,No
Gaia DR2 660928259206807808,-1.0,,,,,,,,,,130.633583,18.59116,15.10981,2.2025,-1,0.0,0.0,No
Gaia DR2 660933073866203264,-1.0,,,,,,,,,,130.849696,18.679207,15.577761,2.3704,-1,0.0,0.0,No
Gaia DR2 660933310088402688,-1.0,,,,,,,,,,130.800209,18.695866,18.011091,3.0465,-1,0.0,0.0,No
Gaia DR2 660939258619177984,-1.0,,,,,,,,,,131.150581,18.599192,13.73054,1.9611,-1,0.0,0.0,No
Gaia DR2 660944717521395840,-1.0,,,,,,,,,,131.071116,18.736647,12.072134,1.0776,-1,0.0,0.0,No
Gaia DR2 660948123431659648,-1.0,,,,,,,,,,131.312258,18.761106,17.284693,2.8938,-1,0.0,0.0,No
Gaia DR2 660950593036567296,-1.0,,,,,,,,,,131.337753,18.825775,18.395987,2.9375,-1,0.0,0.0,No
Gaia DR2 660953998946909952,-1.0,,,,,,,,,,131.338203,18.88431,17.491493,2.9356,-1,0.0,0.0,No
Gaia DR2 660953998946910720,-1.0,,,,,,,,,,131.33556,18.87538,8.398536,0.3564,-1,0.0,0.0,No
Gaia DR2 660954067666386944,-1.0,,,,,,,,,,131.325053,18.89039,9.516462,0.5813,-1,0.0,0.0,No
Gaia DR2 660957400560960256,-1.0,,,,,,,,,,130.894255,18.753853,17.301842,2.9544,-1,0.0,0.0,No
Gaia DR2 660957980380034688,-1.0,,,,,,,,,,130.95064,18.800791,9.983771,0.6464,-1,0.0,0.0,No
Gaia DR2 660962863759344768,-1.0,,,,,,,,,,130.977823,18.893597,12.391027,1.173,-1,0.0,0.0,No
Gaia DR2 660964405651410304,-1.0,,,,,,,,,,130.974655,18.950567,19.352741,3.0135,-1,0.0,0.0,No
Gaia DR2 660965097142415872,-1.0,,,,,,,,,,131.113411,18.872438,17.674332,3.0742,-1,0.0,0.0,No
Gaia DR2 660966402812388480,-1.0,,,,,,,,,,131.07973,18.936104,16.037249,2.7399,-1,0.0,0.0,No
Gaia DR2 660966849487603840,-1.0,,,,,,,,,,131.115379,18.969341,16.68329316,2.8223,-1,0.0,0.0,No
Gaia DR2 660966883848803072,-1.0,,,,,,,,,,131.137084,18.964075,16.14758,2.6823,-1,0.0,0.0,No
Gaia DR2 660969666987531008,-1.0,,,,,,,,,,131.055353,18.983486,14.327643,1.9101,-1,0.0,0.0,No
Gaia DR2 660970766499157504,-1.0,,,,,,,,,,131.016261,19.020241,18.48440716,3.2705,-1,0.0,0.0,No
Gaia DR2 660975847444352512,-1.0,,,,,,,,,,130.530514,18.621372,19.04835716,3.2773,-1,0.0,0.0,No
Gaia DR2 660976676374207616,-1.0,,,,,,,,,,130.553004,18.683641,17.411726,2.8246,-1,0.0,0.0,No
Gaia DR2 660978669238963200,-1.0,,,,,,,,,,130.384821,18.669657,16.601542,2.6649,-1,0.0,0.0,No
Gaia DR2 660981349298550272,-1.0,,,,,,,,,,130.398723,18.743057,15.955235,2.5752,-1,0.0,0.0,No
Gaia DR2 660981619879849728,-1.0,,,,,,,,,,130.37082,18.759754,18.375006,2.9789,-1,0.0,0.0,No
Gaia DR2 660983750184396672,-1.0,,,,,,,,,,130.591816,18.768295,18.139982,3.0764,-1,0.0,0.0,No
Gaia DR2 660983891919259776,-1.0,,,,,,,,,,130.542887,18.766773,17.764292,3.0071,-1,0.0,0.0,No
Gaia DR2 660986297100929792,-1.0,,,,,,,,,,130.707022,18.859756,15.108388,2.2509,-1,0.0,0.0,No
Gaia DR2 660986331460669312,-1.0,,,,,,,,,,130.688566,18.860062,10.613258,0.8792,-1,0.0,0.0,No
Gaia DR2 660989973592859264,-1.0,,,,,,,,,,130.645652,18.929392,17.154099,2.9026,-1,0.0,0.0,No
Gaia DR2 660990484692472448,-1.0,,,,,,,,,,130.538855,18.930286,19.25109922,2.761,-1,0.0,0.0,No
Gaia DR2 660990592068154752,-1.0,,,,,,,,,,130.545041,18.934366,7.870527231,0.2863,-1,0.0,0.0,No
Gaia DR2 660992344414836992,-1.0,,,,,,,,,,130.221925,18.748335,17.742325,3.0128,-1,0.0,0.0,No
Gaia DR2 660995230632845184,-1.0,,,,,,,,,,130.377943,18.871889,12.515732,1.2508,-1,0.0,0.0,No
Gaia DR2 660995230632845440,-1.0,,,,,,,,,,130.377509,18.871634,16.251886,nan,-1,0.0,0.0,No
Gaia DR2 660996020906770560,-1.0,,,,,,,,,,130.164699,18.818274,13.641169,1.603,-1,0.0,0.0,No
Gaia DR2 660996295784743680,-1.0,,,,,,,,,,130.232172,18.826195,17.31155854,2.8169,-1,0.0,0.0,No
Gaia DR2 660996330144479616,-1.0,,,,,,,,,,130.243531,18.846195,16.981367,2.8141,-1,0.0,0.0,No
Gaia DR2 660998975844267264,-1.0,,,,,,,,,,130.198405,18.903316,11.265072,0.9085,-1,0.0,0.0,No
Gaia DR2 660999491240341888,-1.0,,,,,,,,,,130.263092,18.931969,16.885952,2.8234,-1,0.0,0.0,No
Gaia DR2 661001243587055616,-1.0,,,,,,,,,,130.40259,18.904308,16.165894,2.7126,-1,0.0,0.0,No
Gaia DR2 661004400386393984,-1.0,,,,,,,,,,130.344086,18.933912,12.648937,1.241,-1,0.0,0.0,No
Gaia DR2 661004713920630656,-1.0,,,,,,,,,,130.334757,18.961948,17.06621,2.9026,-1,0.0,0.0,No
Gaia DR2 661005538554057600,-1.0,,,,,,,,,,130.306167,18.98475,21.019196,nan,-1,0.0,0.0,No
Gaia DR2 661005538554352000,-1.0,,,,,,,,,,130.308031,18.969191,15.279802,2.459,-1,0.0,0.0,No
Gaia DR2 661006019590629760,-1.0,,,,,,,,,,130.294825,19.031649,16.867666,3.0365,-1,0.0,0.0,No
Gaia DR2 661008527851529728,-1.0,,,,,,,,,,130.399991,19.1071,13.623213,1.6002,-1,0.0,0.0,No
Gaia DR2 661010005319096192,-1.0,,,,,,,,,,130.741826,18.909832,18.323666,-0.0752,-1,0.0,0.0,No
Gaia DR2 661010069743524480,-1.0,,,,,,,,,,130.773209,18.918348,18.48355516,3.1726,-1,0.0,0.0,No
Gaia DR2 661010314558042368,-1.0,,,,,,,,,,130.737862,18.924322,12.182944,1.1778,-1,0.0,0.0,No
Gaia DR2 661011929465731456,-1.0,,,,,,,,,,130.897339,19.003941,15.735008,2.6736,-1,0.0,0.0,No
Gaia DR2 661015915195312512,-1.0,,,,,,,,,,130.779403,19.068342,9.441937,0.6789,-1,0.0,0.0,No
Gaia DR2 661017216569202432,-1.0,,,,,,,,,,130.81611,19.1092,17.237532,2.9022,-1,0.0,0.0,No
Gaia DR2 661018835773136512,-1.0,,,,,,,,,,130.936402,19.066336,15.191929,2.2051,-1,0.0,0.0,No
Gaia DR2 661018904492612224,-1.0,,,,,,,,,,130.931528,19.075901,13.04454,1.3496,-1,0.0,0.0,No
Gaia DR2 661024024093555840,-1.0,,,,,,,,,,130.843348,19.200209,16.396505,2.7341,-1,0.0,0.0,No
Gaia DR2 661026012662301568,-1.0,,,,,,,,,,130.986071,19.271688,18.84262916,3.1438,-1,0.0,0.0,No
Gaia DR2 661026738512909440,-1.0,,,,,,,,,,130.580162,19.037451,16.121225,2.5161,-1,0.0,0.0,No
Gaia DR2 661028284701128576,-1.0,,,,,,,,,,130.628101,19.116064,17.651209,3.081,-1,0.0,0.0,No
Gaia DR2 661028662658249344,-1.0,,,,,,,,,,130.677091,19.099703,11.43601,0.9384,-1,0.0,0.0,No
Gaia DR2 661029384212747392,-1.0,,,,,,,,,,130.76008,19.167536,11.905254,1.0363,-1,0.0,0.0,No
Gaia DR2 661029727808613760,-1.0,,,,,,,,,,130.667565,19.133074,11.918682,1.0274,-1,0.0,0.0,No
Gaia DR2 661030204551377280,-1.0,,,,,,,,,,130.653225,19.183341,20.6131973,2.697,-1,0.0,0.0,No
Gaia DR2 661031480156796544,-1.0,,,,,,,,,,130.583696,19.151611,13.085061,1.4171,-1,0.0,0.0,No
Gaia DR2 661034155919816960,-1.0,,,,,,,,,,130.551408,19.213564,13.246718,1.4657,-1,0.0,0.0,No
Gaia DR2 661036840275967744,-1.0,,,,,,,,,,130.781033,19.238686,16.537294,2.9245,-1,0.0,0.0,No
Gaia DR2 661036840275967872,-1.0,,,,,,,,,,130.780916,19.237545,15.714093,2.4639,-1,0.0,0.0,No
Gaia DR2 661040070091376512,-1.0,,,,,,,,,,130.675339,19.292311,14.027174,1.8511,-1,0.0,0.0,No
Gaia DR2 661040375034239104,-1.0,,,,,,,,,,130.761434,19.318663,19.86088003,2.4786,-1,0.0,0.0,No
Gaia DR2 661043059388602240,-1.0,,,,,,,,,,130.776579,19.394138,20.15641799,2.129,-1,0.0,0.0,No
Gaia DR2 661043506065199488,-1.0,,,,,,,,,,130.775643,19.414488,16.614388,2.807,-1,0.0,0.0,No
Gaia DR2 661043746583366272,-1.0,,,,,,,,,,130.774745,19.437574,9.77997,0.8043,-1,0.0,0.0,No
Gaia DR2 661046765943861632,-1.0,,,,,,,,,,131.633274,18.973806,18.915508,3.3416,-1,0.0,0.0,No
Gaia DR2 661048694385684224,-1.0,,,,,,,,,,131.3841,18.964481,16.667854,2.7239,-1,0.0,0.0,No
Gaia DR2 661049690818095488,-1.0,,,,,,,,,,131.369157,18.996681,18.462048,3.1084,-1,0.0,0.0,No
Gaia DR2 661049862616788992,-1.0,,,,,,,,,,131.329941,19.002991,13.430594,1.5255,-1,0.0,0.0,No
Gaia DR2 661051679386429952,-1.0,,,,,,,,,,131.443902,19.049486,7.993676068,0.3089,-1,0.0,0.0,No
Gaia DR2 661052405236485376,-1.0,,,,,,,,,,131.509303,19.116543,16.5930115,2.8334,-1,0.0,0.0,No
Gaia DR2 661058207738917504,-1.0,,,,,,,,,,131.605884,19.174633,20.72245858,2.4202,-1,0.0,0.0,No
Gaia DR2 661059895660363008,-1.0,,,,,,,,,,131.653235,19.226017,16.42576,2.5382,-1,0.0,0.0,No
Gaia DR2 661060479775918592,-1.0,,,,,,,,,,131.614239,19.209044,18.088068,3.0864,-1,0.0,0.0,No
Gaia DR2 661061098251203968,-1.0,,,,,,,,,,131.645283,19.257231,16.66753,2.7696,-1,0.0,0.0,No
Gaia DR2 661061231393869056,-1.0,,,,,,,,,,131.668001,19.275114,17.773924,3.0118,-1,0.0,0.0,No
Gaia DR2 661061751085381248,-1.0,,,,,,,,,,131.343355,19.035624,17.231752,2.9932,-1,0.0,0.0,No
Gaia DR2 661066664527946112,-1.0,,,,,,,,,,131.285614,19.152287,17.63196234,2.9323,-1,0.0,0.0,No
Gaia DR2 661068932271565696,-1.0,,,,,,,,,,131.360999,19.236885,17.085348,3.1045,-1,0.0,0.0,No
Gaia DR2 661072059007752320,-1.0,,,,,,,,,,131.496534,19.253527,16.763279,2.8734,-1,0.0,0.0,No
Gaia DR2 661075490685321344,-1.0,,,,,,,,,,131.470008,19.316856,15.569469,2.3744,-1,0.0,0.0,No
Gaia DR2 661078896595610240,-1.0,,,,,,,,,,131.464256,19.424242,15.746805,2.5028,-1,0.0,0.0,No
Gaia DR2 661079652509975936,-1.0,,,,,,,,,,131.830795,19.214458,17.080803,2.9252,-1,0.0,0.0,No
Gaia DR2 661091609698913024,-1.0,,,,,,,,,,132.02063,19.470497,16.133396,2.5749,-1,0.0,0.0,No
Gaia DR2 661098550366013696,-1.0,,,,,,,,,,131.678384,19.426195,16.978453,2.8551,-1,0.0,0.0,No
Gaia DR2 661105525392825856,-1.0,,,,,,,,,,131.662287,19.619125,16.699612,2.7955,-1,0.0,0.0,No
Gaia DR2 661111538347104512,-1.0,,,,,,,,,,131.697167,19.644739,10.59116,0.7549,-1,0.0,0.0,No
Gaia DR2 661116241335005056,-1.0,,,,,,,,,,131.151669,19.288271,18.81147416,3.3564,-1,0.0,0.0,No
Gaia DR2 661117134688210560,-1.0,,,,,,,,,,131.274619,19.299309,17.475943,2.9171,-1,0.0,0.0,No
Gaia DR2 661117272127169280,-1.0,,,,,,,,,,131.301486,19.306873,18.002937,3.1002,-1,0.0,0.0,No
Gaia DR2 661120162641349248,-1.0,,,,,,,,,,130.996946,19.316164,15.741193,2.4712,-1,0.0,0.0,No
Gaia DR2 661121949347800064,-1.0,,,,,,,,,,131.186703,19.406162,16.142477,2.7673,-1,0.0,0.0,No
Gaia DR2 661131393979861120,-1.0,,,,,,,,,,131.310248,19.555723,18.155565,3.2654,-1,0.0,0.0,No
Gaia DR2 661133425500359040,-1.0,,,,,,,,,,130.890634,19.406879,17.44463,3.136,-1,0.0,0.0,No
Gaia DR2 661136964553408896,-1.0,,,,,,,,,,130.897927,19.456524,17.637907,3.0646,-1,0.0,0.0,No
Gaia DR2 661137789187132288,-1.0,,,,,,,,,,130.784974,19.468365,16.320818,2.956,-1,0.0,0.0,No
Gaia DR2 661138712604101760,-1.0,,,,,,,,,,130.991427,19.516472,18.67373616,3.2097,-1,0.0,0.0,No
Gaia DR2 661142393392058752,-1.0,,,,,,,,,,131.132766,19.554819,16.842224,2.8497,-1,0.0,0.0,No
Gaia DR2 661148268907314432,-1.0,,,,,,,,,,131.154318,19.710857,10.339978,0.7428,-1,0.0,0.0,No
Gaia DR2 661150124333238656,-1.0,,,,,,,,,,131.542086,19.528849,14.405945,1.9136,-1,0.0,0.0,No
Gaia DR2 661150154396988032,-1.0,,,,,,,,,,131.51329,19.529766,16.21933,2.6527,-1,0.0,0.0,No
Gaia DR2 661152735673342976,-1.0,,,,,,,,,,131.626778,19.648708,17.417849,3.1586,-1,0.0,0.0,No
Gaia DR2 661154522379748480,-1.0,,,,,,,,,,131.449872,19.605211,17.047306,3.0676,-1,0.0,0.0,No
Gaia DR2 661156858841945856,-1.0,,,,,,,,,,131.564425,19.709164,8.333861,0.3331,-1,0.0,0.0,No
Gaia DR2 661157236799076352,-1.0,,,,,,,,,,131.435343,19.67568,16.113918,2.6699,-1,0.0,0.0,No
Gaia DR2 661166513928414464,-1.0,,,,,,,,,,131.608109,19.893244,19.50153116,2.9502,-1,0.0,0.0,No
Gaia DR2 661166582647888384,-1.0,,,,,,,,,,131.659228,19.879122,15.177194,2.4945,-1,0.0,0.0,No
Gaia DR2 661167613438661248,-1.0,,,,,,,,,,131.304601,19.686876,10.976249,0.9037,-1,0.0,0.0,No
Gaia DR2 661167785238757376,-1.0,,,,,,,,,,131.358559,19.698462,15.639099,2.4081,-1,0.0,0.0,No
Gaia DR2 661170637096984960,-1.0,,,,,,,,,,131.359619,19.784449,15.361506,2.5756,-1,0.0,0.0,No
Gaia DR2 661173317156579328,-1.0,,,,,,,,,,131.238521,19.815535,16.879345,2.8719,-1,0.0,0.0,No
Gaia DR2 661173901272129152,-1.0,,,,,,,,,,131.343125,19.827812,17.09651,2.9917,-1,0.0,0.0,No
Gaia DR2 661176989352883840,-1.0,,,,,,,,,,131.535472,19.897976,17.967289,3.1518,-1,0.0,0.0,No
Gaia DR2 661179158312129024,-1.0,,,,,,,,,,131.59953,19.967867,16.39047,2.7358,-1,0.0,0.0,No
Gaia DR2 661185755383916160,-1.0,,,,,,,,,,130.117638,18.935839,14.959295,2.1193,-1,0.0,0.0,No
Gaia DR2 661185789743653888,-1.0,,,,,,,,,,130.121744,18.952671,14.169747,2.1027,-1,0.0,0.0,No
Gaia DR2 661186202060520704,-1.0,,,,,,,,,,130.016301,18.932625,18.383526,2.823,-1,0.0,0.0,No
Gaia DR2 661186373859208832,-1.0,,,,,,,,,,130.082612,18.927305,15.105516,2.4802,-1,0.0,0.0,No
Gaia DR2 661186683096853248,-1.0,,,,,,,,,,130.05945,18.958742,13.323774,1.5074,-1,0.0,0.0,No
Gaia DR2 661189260077235072,-1.0,,,,,,,,,,130.009303,18.949165,14.631183,2.3805,-1,0.0,0.0,No
Gaia DR2 661189706753828608,-1.0,,,,,,,,,,130.045213,18.982517,15.777843,2.7345,-1,0.0,0.0,No
Gaia DR2 661190015991474688,-1.0,,,,,,,,,,130.00713,18.999865,10.030417,0.8192,-1,0.0,0.0,No
Gaia DR2 661190153430426880,-1.0,,,,,,,,,,130.023813,19.025204,12.306109,1.2955,-1,0.0,0.0,No
Gaia DR2 661190290869387776,-1.0,,,,,,,,,,129.94054,18.976124,16.26075,2.6598,-1,0.0,0.0,No
Gaia DR2 661194310958749696,-1.0,,,,,,,,,,130.314296,19.086243,15.783973,2.4701,-1,0.0,0.0,No
Gaia DR2 661194345316420736,-1.0,,,,,,,,,,130.280726,19.071245,10.328038,0.8335,-1,0.0,0.0,No
Gaia DR2 661194856416193024,-1.0,,,,,,,,,,130.22564,19.08201,18.773668,3.0032,-1,0.0,0.0,No
Gaia DR2 661195303092794624,-1.0,,,,,,,,,,130.276957,19.10297,18.364702,3.0455,-1,0.0,0.0,No
Gaia DR2 661195784129129984,-1.0,,,,,,,,,,130.329591,19.088524,17.411234,3.0473,-1,0.0,0.0,No
Gaia DR2 661195788427497472,-1.0,,,,,,,,,,130.332056,19.098459,18.116941,3.0295,-1,0.0,0.0,No
Gaia DR2 661195955927826944,-1.0,,,,,,,,,,130.356341,19.12739,18.14400166,2.7707,-1,0.0,0.0,No
Gaia DR2 661195955930533248,-1.0,,,,,,,,,,130.365494,19.12208,20.02466216,2.8912,-1,0.0,0.0,No
Gaia DR2 661196406902775424,-1.0,,,,,,,,,,130.400869,19.142651,9.239704,0.5319,-1,0.0,0.0,No
Gaia DR2 661198915163689472,-1.0,,,,,,,,,,130.217989,19.174561,16.007545,2.8278,-1,0.0,0.0,No
Gaia DR2 661199911596105600,-1.0,,,,,,,,,,130.137359,19.19433,8.600788,0.3958,-1,0.0,0.0,No
Gaia DR2 661200083392683648,-1.0,,,,,,,,,,130.17458,19.223751,10.449558,0.7959,-1,0.0,0.0,No
Gaia DR2 661200083394793216,-1.0,,,,,,,,,,130.163504,19.228298,7.771575883,0.3075,-1,0.0,0.0,No
Gaia DR2 661200388334089856,-1.0,,,,,,,,,,130.224421,19.187115,19.25979216,3.0868,-1,0.0,0.0,No
Gaia DR2 661200663212002304,-1.0,,,,,,,,,,130.292372,19.203703,18.174297,3.1168,-1,0.0,0.0,No
Gaia DR2 661201389064841088,-1.0,,,,,,,,,,130.245439,19.237984,18.35635416,3.2544,-1,0.0,0.0,No
Gaia DR2 661202282418030080,-1.0,,,,,,,,,,130.263122,19.302584,18.33352116,3.1464,-1,0.0,0.0,No
Gaia DR2 661204133546742528,-1.0,,,,,,,,,,129.934009,19.118229,20.49980265,1.5592,-1,0.0,0.0,No
Gaia DR2 661204167906246784,-1.0,,,,,,,,,,129.91521,19.115616,18.24212616,3.1097,-1,0.0,0.0,No
Gaia DR2 661206577385260800,-1.0,,,,,,,,,,129.991977,19.201632,9.382404,0.5644,-1,0.0,0.0,No
Gaia DR2 661207024061875456,-1.0,,,,,,,,,,129.800731,19.115601,10.447671,0.7324,-1,0.0,0.0,No
Gaia DR2 661209566682500736,-1.0,,,,,,,,,,129.944037,19.217806,14.628244,1.9956,-1,0.0,0.0,No
Gaia DR2 661210666194127360,-1.0,,,,,,,,,,129.901816,19.260517,13.782584,1.6912,-1,0.0,0.0,No
Gaia DR2 661210734913600000,-1.0,,,,,,,,,,129.936115,19.27523,7.632876454,0.2746,-1,0.0,0.0,No
Gaia DR2 661211142934329088,-1.0,,,,,,,,,,130.088758,19.181153,14.50069541,1.9262,-1,0.0,0.0,No
Gaia DR2 661211147230556160,-1.0,,,,,,,,,,130.088831,19.181564,13.962626,1.7545,-1,0.0,0.0,No
Gaia DR2 661211727047722752,-1.0,,,,,,,,,,130.109339,19.219423,12.561142,1.2512,-1,0.0,0.0,No
Gaia DR2 661212933936844416,-1.0,,,,,,,,,,130.114292,19.278036,11.010231,0.8301,-1,0.0,0.0,No
Gaia DR2 661214136527890944,-1.0,,,,,,,,,,130.192015,19.309612,9.456571,0.5662,-1,0.0,0.0,No
Gaia DR2 661215751435494144,-1.0,,,,,,,,,,130.010379,19.277702,16.961874,2.752,-1,0.0,0.0,No
Gaia DR2 661216369910684544,-1.0,,,,,,,,,,130.026477,19.307356,10.805195,0.9413,-1,0.0,0.0,No
Gaia DR2 661216404270424832,-1.0,,,,,,,,,,130.002945,19.309643,13.789548,1.7715,-1,0.0,0.0,No
Gaia DR2 661216743570426240,-1.0,,,,,,,,,,129.968092,19.312666,10.114902,0.677,-1,0.0,0.0,No
Gaia DR2 661216747867811328,-1.0,,,,,,,,,,129.963989,19.305611,17.243624,2.7305,-1,0.0,0.0,No
Gaia DR2 661216885306765824,-1.0,,,,,,,,,,129.927318,19.308014,16.655863,2.8877,-1,0.0,0.0,No
Gaia DR2 661216949728995584,-1.0,,,,,,,,,,129.918804,19.31498,17.090788,2.7963,-1,0.0,0.0,No
Gaia DR2 661217916098904448,-1.0,,,,,,,,,,130.083907,19.349001,6.723727894,0.3871,-1,0.0,0.0,No
Gaia DR2 661219290488437632,-1.0,,,,,,,,,,130.017345,19.413961,16.804476,2.8127,-1,0.0,0.0,No
Gaia DR2 661219840244243200,-1.0,,,,,,,,,,130.064578,19.45862,13.385476,1.6112,-1,0.0,0.0,No
Gaia DR2 661220080762501120,-1.0,,,,,,,,,,130.455623,19.196424,13.810671,1.8354,-1,0.0,0.0,No
Gaia DR2 661220969817342848,-1.0,,,,,,,,,,130.476582,19.257416,11.226812,0.9094,-1,0.0,0.0,No
Gaia DR2 661220974115692416,-1.0,,,,,,,,,,130.4723,19.265509,17.938192,2.9011,-1,0.0,0.0,No
Gaia DR2 661221760091324544,-1.0,,,,,,,,,,130.439551,19.267324,10.04542,0.6743,-1,0.0,0.0,No
Gaia DR2 661221828810801408,-1.0,,,,,,,,,,130.412619,19.265802,12.757768,1.2831,-1,0.0,0.0,No
Gaia DR2 661222073627319296,-1.0,,,,,,,,,,130.432871,19.302284,14.72523,2.0171,-1,0.0,0.0,No
Gaia DR2 661222279785743616,-1.0,,,,,,,,,,130.547882,19.277044,11.92576,1.0527,-1,0.0,0.0,No
Gaia DR2 661222279785744512,-1.0,,,,,,,,,,130.553549,19.267778,13.015466,1.4981,-1,0.0,0.0,No
Gaia DR2 661222962682863616,-1.0,,,,,,,,,,130.554666,19.314697,18.674105,2.9262,-1,0.0,0.0,No
Gaia DR2 661224547528488064,-1.0,,,,,,,,,,130.365035,19.277639,15.09267,2.2572,-1,0.0,0.0,No
Gaia DR2 661224581888230400,-1.0,,,,,,,,,,130.326686,19.26096,8.002527,0.2991,-1,0.0,0.0,No
Gaia DR2 661228739416624384,-1.0,,,,,,,,,,130.623681,19.331284,18.16614916,3.1349,-1,0.0,0.0,No
Gaia DR2 661229564050262528,-1.0,,,,,,,,,,130.634388,19.396202,10.847842,0.809,-1,0.0,0.0,No
Gaia DR2 661229701489213824,-1.0,,,,,,,,,,130.664324,19.414446,17.377508,2.9377,-1,0.0,0.0,No
Gaia DR2 661229976367125504,-1.0,,,,,,,,,,130.599276,19.386799,17.502197,3.0064,-1,0.0,0.0,No
Gaia DR2 661231625634645504,-1.0,,,,,,,,,,130.772026,19.465176,14.577018,1.978,-1,0.0,0.0,No
Gaia DR2 661233137463057152,-1.0,,,,,,,,,,130.527094,19.411251,7.924559499,0.2862,-1,0.0,0.0,No
Gaia DR2 661233584139655040,-1.0,,,,,,,,,,130.506649,19.44614,17.100718,2.8337,-1,0.0,0.0,No
Gaia DR2 661234473194513664,-1.0,,,,,,,,,,130.45079,19.458675,13.22031,1.4734,-1,0.0,0.0,No
Gaia DR2 661234679353175296,-1.0,,,,,,,,,,130.460787,19.494328,18.204369,3.0692,-1,0.0,0.0,No
Gaia DR2 661235263468787328,-1.0,,,,,,,,,,130.518683,19.545214,17.934748,3.0984,-1,0.0,0.0,No
Gaia DR2 661235439565517568,-1.0,,,,,,,,,,130.628221,19.491962,16.978823,2.7642,-1,0.0,0.0,No
Gaia DR2 661235985023722496,-1.0,,,,,,,,,,130.670749,19.532915,18.104572,2.9779,-1,0.0,0.0,No
Gaia DR2 661235989321322240,-1.0,,,,,,,,,,130.669663,19.543177,9.671502,0.5991,-1,0.0,0.0,No
Gaia DR2 661238635021126656,-1.0,,,,,,,,,,130.224274,19.378904,14.894252,2.1261,-1,0.0,0.0,No
