DR2Name,Prot_Final,Class,Quality,Double,Multi,Eclipsing_Binary,Contaminated,Spot_Evolution,Flares,Notes,RA,Dec,Gmag,BP_RP,Prot,Prot_LS,Power_LS,TESS_Data
Gaia DR2 658694566974774656,-1.0,,,,,,,,,,128.298692,16.26428,18.46576116,3.2064,-1,0.0,0.0,No
Gaia DR2 658776313088864896,-1.0,,,,,,,,,,127.781644,16.584473,16.648687,2.9803,-1,0.0,0.0,No
Gaia DR2 658819881237501568,-1.0,,,,,,,,,,128.640412,16.726795,17.363623,2.7679,-1,0.0,0.0,No
Gaia DR2 658831872786248832,-1.0,,,,,,,,,,128.930974,16.75598,17.108852,3.0039,-1,0.0,0.0,No
Gaia DR2 658875028617474048,-1.0,,,,,,,,,,128.518057,16.973534,17.415432,2.979,-1,0.0,0.0,No
Gaia DR2 658893995192969728,-1.0,,,,,,,,,,128.280104,17.104465,18.59005216,3.1199,-1,0.0,0.0,No
Gaia DR2 658905918022239872,-1.0,,,,,,,,,,128.609454,17.212252,17.70226,2.8321,-1,0.0,0.0,No
Gaia DR2 658927736456077568,-1.0,,,,,,,,,,128.705485,17.430023,15.969021,2.6313,-1,0.0,0.0,No
Gaia DR2 658931408652027008,-1.0,,,,,,,,,,128.738894,17.487801,18.636286,3.0947,-1,0.0,0.0,No
Gaia DR2 659086512807199232,-1.0,,,,,,,,,,128.246153,17.306547,15.881801,2.725,-1,0.0,0.0,No
Gaia DR2 659095308900151552,-1.0,,,,,,,,,,127.893558,17.306549,18.432817,2.7217,-1,0.0,0.0,No
Gaia DR2 659151177834641152,-1.0,,,,,,,,,,127.661053,17.472069,15.140816,2.2378,-1,0.0,0.0,No
Gaia DR2 659228074929597440,-1.0,,,,,,,,,,129.45468,17.25502,14.494722,1.9759,-1,0.0,0.0,No
Gaia DR2 659228173712358272,-1.0,,,,,,,,,,129.518875,17.256506,18.93157416,2.9742,-1,0.0,0.0,No
Gaia DR2 659230166577197056,-1.0,,,,,,,,,,129.529652,17.310604,15.086274,2.1916,-1,0.0,0.0,No
Gaia DR2 659239173125009408,-1.0,,,,,,,,,,129.25452,17.33477,16.686234,2.4113,-1,0.0,0.0,No
Gaia DR2 659248858275152128,-1.0,,,,,,,,,,129.307849,17.51355,13.257988,1.4618,-1,0.0,0.0,No
Gaia DR2 659248862571213184,-1.0,,,,,,,,,,129.308443,17.513615,14.335271,1.8601,-1,0.0,0.0,No
Gaia DR2 659253638574908672,-1.0,,,,,,,,,,129.819369,17.462942,11.496429,0.9275,-1,0.0,0.0,No
Gaia DR2 659254394489166848,-1.0,,,,,,,,,,129.636991,17.393902,17.912004,2.9132,-1,0.0,0.0,No
Gaia DR2 659257551288578304,-1.0,,,,,,,,,,129.663126,17.496824,18.09888416,3.1289,-1,0.0,0.0,No
Gaia DR2 659284390540626816,-1.0,,,,,,,,,,129.757732,17.855783,15.059099,2.214,-1,0.0,0.0,No
Gaia DR2 659285833649720064,-1.0,,,,,,,,,,129.067785,17.381645,11.310001,0.8703,-1,0.0,0.0,No
Gaia DR2 659309232631451392,-1.0,,,,,,,,,,128.821052,17.606783,17.197693,3.001,-1,0.0,0.0,No
Gaia DR2 659321499058103424,-1.0,,,,,,,,,,129.345146,17.687576,16.976349,2.9062,-1,0.0,0.0,No
Gaia DR2 659324694513778688,-1.0,,,,,,,,,,129.246114,17.70175,18.80334116,3.3674,-1,0.0,0.0,No
Gaia DR2 659329126920001408,-1.0,,,,,,,,,,129.52985,17.782413,15.729401,2.5572,-1,0.0,0.0,No
Gaia DR2 659331875699052544,-1.0,,,,,,,,,,129.666497,17.905836,17.879293,3.026,-1,0.0,0.0,No
Gaia DR2 659332764755294976,-1.0,,,,,,,,,,129.667856,17.933205,18.85249,2.9695,-1,0.0,0.0,No
Gaia DR2 659343111333443968,-1.0,,,,,,,,,,129.05017,17.879646,17.579077,3.004,-1,0.0,0.0,No
Gaia DR2 659343626729512832,-1.0,,,,,,,,,,129.115943,17.914867,10.669932,0.7714,-1,0.0,0.0,No
Gaia DR2 659354450047069824,-1.0,,,,,,,,,,129.330186,18.148283,13.91338,1.7139,-1,0.0,0.0,No
Gaia DR2 659364448730632448,-1.0,,,,,,,,,,130.257347,17.814329,17.527008,2.9735,-1,0.0,0.0,No
Gaia DR2 659370461684793216,-1.0,,,,,,,,,,130.1511,17.950111,16.381422,2.7722,-1,0.0,0.0,No
Gaia DR2 659372518973185536,-1.0,,,,,,,,,,130.218732,18.017027,18.786896,3.1065,-1,0.0,0.0,No
Gaia DR2 659373141744409984,-1.0,,,,,,,,,,129.90435,17.788853,14.734729,2.0413,-1,0.0,0.0,No
Gaia DR2 659380666527013248,-1.0,,,,,,,,,,129.877757,17.98093,17.454725,2.8682,-1,0.0,0.0,No
Gaia DR2 659388466187693440,-1.0,,,,,,,,,,130.041011,18.097281,13.043964,1.4082,-1,0.0,0.0,No
Gaia DR2 659388947224025856,-1.0,,,,,,,,,,130.09238,18.123583,14.666425,2.0137,-1,0.0,0.0,No
Gaia DR2 659393929386140288,-1.0,,,,,,,,,,130.467854,18.051874,14.333665,1.8973,-1,0.0,0.0,No
Gaia DR2 659409764929410048,-1.0,,,,,,,,,,130.261013,18.168539,18.071074,3.0485,-1,0.0,0.0,No
Gaia DR2 659411796450014464,-1.0,,,,,,,,,,130.350747,18.234079,14.855866,2.1701,-1,0.0,0.0,No
Gaia DR2 659413750659083776,-1.0,,,,,,,,,,130.080152,18.211409,18.62123,2.9573,-1,0.0,0.0,No
Gaia DR2 659414785747258880,-1.0,,,,,,,,,,130.232921,18.246181,16.754776,3.0035,-1,0.0,0.0,No
Gaia DR2 659415129344636544,-1.0,,,,,,,,,,130.293834,18.268627,15.520315,2.4208,-1,0.0,0.0,No
Gaia DR2 659415850899143936,-1.0,,,,,,,,,,130.231208,18.297869,17.719307,2.8143,-1,0.0,0.0,No
Gaia DR2 659416705596732032,-1.0,,,,,,,,,,130.426455,18.213297,18.588787,3.288,-1,0.0,0.0,No
Gaia DR2 659419905348245888,-1.0,,,,,,,,,,130.576379,18.392233,16.672726,2.7201,-1,0.0,0.0,No
Gaia DR2 659426605497226880,-1.0,,,,,,,,,,129.680874,17.938011,18.18186,3.201,-1,0.0,0.0,No
Gaia DR2 659427464490677632,-1.0,,,,,,,,,,129.711836,18.014591,16.717667,2.7327,-1,0.0,0.0,No
Gaia DR2 659428731504648960,-1.0,,,,,,,,,,129.845426,18.075983,18.93570916,3.199,-1,0.0,0.0,No
Gaia DR2 659436153207801344,-1.0,,,,,,,,,,129.90634,18.170395,12.043598,1.0709,-1,0.0,0.0,No
Gaia DR2 659439078082230016,-1.0,,,,,,,,,,129.795708,18.175982,10.117974,0.6988,-1,0.0,0.0,No
Gaia DR2 659440138937561344,-1.0,,,,,,,,,,129.735461,18.216614,18.370014,2.9856,-1,0.0,0.0,No
Gaia DR2 659441242745739648,-1.0,,,,,,,,,,129.864413,18.248793,17.24353,3.0007,-1,0.0,0.0,No
Gaia DR2 659443819726136704,-1.0,,,,,,,,,,129.627822,18.121748,14.97085,2.473,-1,0.0,0.0,No
Gaia DR2 659445743871414528,-1.0,,,,,,,,,,129.643129,18.188087,14.825863,2.0902,-1,0.0,0.0,No
Gaia DR2 659452272221698432,-1.0,,,,,,,,,,129.707226,18.265879,12.30858,1.1368,-1,0.0,0.0,No
Gaia DR2 659457323103296512,-1.0,,,,,,,,,,129.67562,18.382097,17.777048,3.1929,-1,0.0,0.0,No
Gaia DR2 659462855021155840,-1.0,,,,,,,,,,130.079573,18.361935,16.063524,2.4852,-1,0.0,0.0,No
Gaia DR2 659463610935469440,-1.0,,,,,,,,,,130.248656,18.367903,11.70575,1.1879,-1,0.0,0.0,No
Gaia DR2 659463950238432896,-1.0,,,,,,,,,,130.209518,18.399841,19.81726764,2.6452,-1,0.0,0.0,No
Gaia DR2 659464122035016320,-1.0,,,,,,,,,,130.142372,18.359196,17.497032,2.943,-1,0.0,0.0,No
Gaia DR2 659466222275521792,-1.0,,,,,,,,,,129.956688,18.34741,9.035502,0.481,-1,0.0,0.0,No
Gaia DR2 659467871542951552,-1.0,,,,,,,,,,130.129449,18.432278,15.917646,2.4461,-1,0.0,0.0,No
Gaia DR2 659468215140335104,-1.0,,,,,,,,,,130.101701,18.453819,11.374041,1.0216,-1,0.0,0.0,No
Gaia DR2 659472235229782912,-1.0,,,,,,,,,,130.381421,18.50061,10.262821,0.7076,-1,0.0,0.0,No
Gaia DR2 659477217391773696,-1.0,,,,,,,,,,130.230466,18.583136,13.912745,1.7143,-1,0.0,0.0,No
Gaia DR2 659477767146049664,-1.0,,,,,,,,,,130.263908,18.621075,19.71354516,3.5828,-1,0.0,0.0,No
Gaia DR2 659479656933168128,-1.0,,,,,,,,,,129.837872,18.436716,17.999815,3.098,-1,0.0,0.0,No
Gaia DR2 659485807326329600,-1.0,,,,,,,,,,129.919161,18.616325,17.050997,3.0312,-1,0.0,0.0,No
Gaia DR2 659487039980639872,-1.0,,,,,,,,,,129.90066,18.680273,18.172274,3.0938,-1,0.0,0.0,No
Gaia DR2 659488349947010176,-1.0,,,,,,,,,,130.071126,18.608282,17.26622,2.8913,-1,0.0,0.0,No
Gaia DR2 659488826687020672,-1.0,,,,,,,,,,130.08004,18.634039,18.590382,2.8715,-1,0.0,0.0,No
Gaia DR2 659489518178180864,-1.0,,,,,,,,,,130.18498,18.656548,12.627024,1.2429,-1,0.0,0.0,No
Gaia DR2 659489999214441216,-1.0,,,,,,,,,,130.244409,18.675091,13.210921,1.6113,-1,0.0,0.0,No
Gaia DR2 659490510313883264,-1.0,,,,,,,,,,130.140011,18.674517,11.446361,0.945,-1,0.0,0.0,No
Gaia DR2 659493121654362880,-1.0,,,,,,,,,,129.991488,18.685818,18.818596,3.156,-1,0.0,0.0,No
Gaia DR2 659494049367276544,-1.0,,,,,,,,,,130.055426,18.723993,18.181166,-0.1335,-1,0.0,0.0,No
Gaia DR2 659506212714968832,-1.0,,,,,,,,,,128.816143,17.845741,18.80211916,3.1392,-1,0.0,0.0,No
Gaia DR2 659522430511553792,-1.0,,,,,,,,,,128.702154,17.933027,18.04562,3.0825,-1,0.0,0.0,No
Gaia DR2 659524152794716032,-1.0,,,,,,,,,,128.696419,18.021179,13.235995,1.4274,-1,0.0,0.0,No
Gaia DR2 659524805629742592,-1.0,,,,,,,,,,128.724393,18.018211,17.821222,3.0962,-1,0.0,0.0,No
Gaia DR2 659532399131904768,-1.0,,,,,,,,,,129.002001,17.975931,15.511907,2.4239,-1,0.0,0.0,No
Gaia DR2 659539236719824768,-1.0,,,,,,,,,,128.977302,18.149378,10.734722,0.7677,-1,0.0,0.0,No
Gaia DR2 659547998453087488,-1.0,,,,,,,,,,129.171143,18.307295,15.448349,2.3209,-1,0.0,0.0,No
Gaia DR2 659550884671134336,-1.0,,,,,,,,,,128.946776,18.14168,16.525005,2.7884,-1,0.0,0.0,No
Gaia DR2 659558993569374848,-1.0,,,,,,,,,,128.996647,18.308243,15.739374,2.4086,-1,0.0,0.0,No
Gaia DR2 659559027929113728,-1.0,,,,,,,,,,128.970415,18.314192,15.808823,2.4993,-1,0.0,0.0,No
Gaia DR2 659559783843349120,-1.0,,,,,,,,,,129.131283,18.315271,17.045935,3.043,-1,0.0,0.0,No
Gaia DR2 659561604909477632,-1.0,,,,,,,,,,129.097599,18.405846,15.156292,2.1841,-1,0.0,0.0,No
Gaia DR2 659571844111412224,-1.0,,,,,,,,,,128.186714,18.03616,15.705137,2.6368,-1,0.0,0.0,No
Gaia DR2 659595994711604352,-1.0,,,,,,,,,,128.355095,18.346251,18.269712,2.6206,-1,0.0,0.0,No
Gaia DR2 659596407028474624,-1.0,,,,,,,,,,128.347569,18.382954,17.526978,3.2207,-1,0.0,0.0,No
Gaia DR2 659596784985602816,-1.0,,,,,,,,,,128.391045,18.408346,18.283102,2.82,-1,0.0,0.0,No
Gaia DR2 659608295497452160,-1.0,,,,,,,,,,128.651926,18.398083,14.458054,1.9258,-1,0.0,0.0,No
Gaia DR2 659612285523485056,-1.0,,,,,,,,,,128.840391,18.492846,15.842389,2.4586,-1,0.0,0.0,No
Gaia DR2 659621287774882176,-1.0,,,,,,,,,,128.575161,18.470959,17.622555,2.9735,-1,0.0,0.0,No
Gaia DR2 659628602102705792,-1.0,,,,,,,,,,128.73266,18.60984,19.16642916,nan,-1,0.0,0.0,No
Gaia DR2 659633240668056448,-1.0,,,,,,,,,,128.614108,18.697277,18.66817916,3.2519,-1,0.0,0.0,No
Gaia DR2 659635443987071872,-1.0,,,,,,,,,,128.706999,18.784451,15.409495,2.317,-1,0.0,0.0,No
Gaia DR2 659636406059748608,-1.0,,,,,,,,,,128.642993,18.79904,16.039068,2.6012,-1,0.0,0.0,No
Gaia DR2 659645030354241536,-1.0,,,,,,,,,,129.409237,18.482527,12.764074,1.2981,-1,0.0,0.0,No
Gaia DR2 659649424103955200,-1.0,,,,,,,,,,129.673724,18.571264,19.00977316,3.223,-1,0.0,0.0,No
Gaia DR2 659651004652040064,-1.0,,,,,,,,,,129.423098,18.513283,18.847029,2.968,-1,0.0,0.0,No
Gaia DR2 659656094190005376,-1.0,,,,,,,,,,129.223947,18.495874,13.473628,1.543,-1,0.0,0.0,No
Gaia DR2 659660316141171968,-1.0,,,,,,,,,,129.096985,18.545078,19.25260316,3.116,-1,0.0,0.0,No
Gaia DR2 659661213791017600,-1.0,,,,,,,,,,129.196295,18.579685,12.496139,1.1426,-1,0.0,0.0,No
Gaia DR2 659665096441437184,-1.0,,,,,,,,,,129.387821,18.65435,10.532542,0.7574,-1,0.0,0.0,No
Gaia DR2 659668635494494848,-1.0,,,,,,,,,,129.265615,18.667372,13.576638,1.6175,-1,0.0,0.0,No
Gaia DR2 659668841652926592,-1.0,,,,,,,,,,129.210528,18.6817,17.251637,2.9351,-1,0.0,0.0,No
Gaia DR2 659669597567160704,-1.0,,,,,,,,,,129.372543,18.69322,16.809513,2.7029,-1,0.0,0.0,No
Gaia DR2 659671624791715840,-1.0,,,,,,,,,,129.362797,18.810961,17.364876,2.8222,-1,0.0,0.0,No
Gaia DR2 659674197475355392,-1.0,,,,,,,,,,129.83072,18.639566,19.02588916,3.3969,-1,0.0,0.0,No
Gaia DR2 659674614089017984,-1.0,,,,,,,,,,129.847834,18.666447,15.222378,2.2212,-1,0.0,0.0,No
Gaia DR2 659674614089018112,-1.0,,,,,,,,,,129.847403,18.665583,17.67563,3.0328,-1,0.0,0.0,No
Gaia DR2 659680072990872704,-1.0,,,,,,,,,,129.740699,18.775255,16.548304,2.836,-1,0.0,0.0,No
Gaia DR2 659684264879024128,-1.0,,,,,,,,,,129.91698,18.84701,18.15642,2.76,-1,0.0,0.0,No
Gaia DR2 659685231248166784,-1.0,,,,,,,,,,129.828747,18.810143,16.636261,2.8068,-1,0.0,0.0,No
Gaia DR2 659685540485811072,-1.0,,,,,,,,,,129.858941,18.804741,18.16744916,3.2828,-1,0.0,0.0,No
Gaia DR2 659687498990893056,-1.0,,,,,,,,,,129.898083,18.876871,10.581815,0.7543,-1,0.0,0.0,No
Gaia DR2 659689109602230272,-1.0,,,,,,,,,,129.877975,18.948166,17.823036,2.9531,-1,0.0,0.0,No
Gaia DR2 659689865516277632,-1.0,,,,,,,,,,129.533713,18.741667,17.87221,3.0351,-1,0.0,0.0,No
Gaia DR2 659691656519169920,-1.0,,,,,,,,,,129.63471,18.781349,16.103468,2.5103,-1,0.0,0.0,No
Gaia DR2 659696982278606080,-1.0,,,,,,,,,,129.605728,18.941669,15.416605,2.5973,-1,0.0,0.0,No
Gaia DR2 659698219229186688,-1.0,,,,,,,,,,129.73725,18.858149,15.864371,2.7159,-1,0.0,0.0,No
Gaia DR2 659703300174646912,-1.0,,,,,,,,,,129.715708,19.006,20.981691,nan,-1,0.0,0.0,No
Gaia DR2 659703957305493632,-1.0,,,,,,,,,,129.568988,18.991323,16.147707,2.5186,-1,0.0,0.0,No
Gaia DR2 659704266543218816,-1.0,,,,,,,,,,129.655159,19.021143,13.267087,1.5908,-1,0.0,0.0,No
Gaia DR2 659705984528609024,-1.0,,,,,,,,,,129.678638,19.060686,18.85126116,2.939,-1,0.0,0.0,No
Gaia DR2 659713303154300288,-1.0,,,,,,,,,,128.917305,18.707878,16.188799,2.8159,-1,0.0,0.0,No
Gaia DR2 659713818550364160,-1.0,,,,,,,,,,129.050308,18.735495,16.909399,2.9702,-1,0.0,0.0,No
Gaia DR2 659714024708794240,-1.0,,,,,,,,,,129.036048,18.747475,14.23812,1.8658,-1,0.0,0.0,No
Gaia DR2 659716601689157760,-1.0,,,,,,,,,,129.225461,18.756876,12.414136,1.1714,-1,0.0,0.0,No
Gaia DR2 659719419187699712,-1.0,,,,,,,,,,129.215113,18.838697,17.443512,3.0212,-1,0.0,0.0,No
Gaia DR2 659721510835420544,-1.0,,,,,,,,,,129.087981,18.841026,18.299631,3.0601,-1,0.0,0.0,No
Gaia DR2 659722752082318976,-1.0,,,,,,,,,,129.177904,18.895247,13.456867,1.588,-1,0.0,0.0,No
Gaia DR2 659724195191319936,-1.0,,,,,,,,,,129.234422,18.963341,14.222534,2.1249,-1,0.0,0.0,No
Gaia DR2 659726669092428160,-1.0,,,,,,,,,,128.863192,18.814774,16.710072,2.9463,-1,0.0,0.0,No
Gaia DR2 659729417871499392,-1.0,,,,,,,,,,128.775993,18.823517,16.790026,2.845,-1,0.0,0.0,No
Gaia DR2 659732132290823296,-1.0,,,,,,,,,,128.89114,18.929857,14.503793,1.9601,-1,0.0,0.0,No
Gaia DR2 659734125155723008,-1.0,,,,,,,,,,129.079277,18.919008,15.913212,2.5018,-1,0.0,0.0,No
Gaia DR2 659734537472590336,-1.0,,,,,,,,,,128.961769,18.895444,15.880431,2.8314,-1,0.0,0.0,No
Gaia DR2 659735804490628864,-1.0,,,,,,,,,,129.124396,18.965851,9.305221,0.6072,-1,0.0,0.0,No
Gaia DR2 659738179604773248,-1.0,,,,,,,,,,128.935891,18.960629,17.48563,3.1131,-1,0.0,0.0,No
Gaia DR2 659739072957970176,-1.0,,,,,,,,,,128.898804,18.99571,14.69426,2.0107,-1,0.0,0.0,No
Gaia DR2 659741233329151744,-1.0,,,,,,,,,,129.010097,19.074034,18.30427416,3.179,-1,0.0,0.0,No
Gaia DR2 659742367196651392,-1.0,,,,,,,,,,129.384272,18.88398,15.454876,2.3295,-1,0.0,0.0,No
Gaia DR2 659744295638254336,-1.0,,,,,,,,,,129.362743,18.976685,16.060843,2.5399,-1,0.0,0.0,No
Gaia DR2 659744914113633408,-1.0,,,,,,,,,,129.502551,18.964708,16.205902,2.8398,-1,0.0,0.0,No
Gaia DR2 659744978536843264,-1.0,,,,,,,,,,129.489818,18.973124,18.155752,3.2024,-1,0.0,0.0,No
Gaia DR2 659749861915865216,-1.0,,,,,,,,,,129.332957,19.053329,15.417643,2.4834,-1,0.0,0.0,No
Gaia DR2 659750514750888192,-1.0,,,,,,,,,,129.379381,19.103956,13.367972,1.5546,-1,0.0,0.0,No
Gaia DR2 659750892708009088,-1.0,,,,,,,,,,129.359986,19.132164,14.12258,1.8305,-1,0.0,0.0,No
Gaia DR2 659753126090987776,-1.0,,,,,,,,,,129.555971,19.141665,17.599659,2.9366,-1,0.0,0.0,No
Gaia DR2 659755630055476992,-1.0,,,,,,,,,,129.447466,19.106869,12.019036,1.0903,-1,0.0,0.0,No
Gaia DR2 659756493345357056,-1.0,,,,,,,,,,129.426499,19.133755,9.691746,0.6442,-1,0.0,0.0,No
Gaia DR2 659757283619334656,-1.0,,,,,,,,,,129.445491,19.18219,15.771846,2.3501,-1,0.0,0.0,No
Gaia DR2 659758967246506880,-1.0,,,,,,,,,,129.487651,19.236221,11.638589,0.9664,-1,0.0,0.0,No
Gaia DR2 659760650873719040,-1.0,,,,,,,,,,129.215159,19.076412,13.329974,1.4765,-1,0.0,0.0,No
Gaia DR2 659760788312669568,-1.0,,,,,,,,,,129.236692,19.091122,14.066304,1.8716,-1,0.0,0.0,No
Gaia DR2 659763880689114240,-1.0,,,,,,,,,,129.264409,19.17812,13.150255,1.4217,-1,0.0,0.0,No
Gaia DR2 659765220718853504,-1.0,,,,,,,,,,129.151752,19.185223,14.067384,1.7894,-1,0.0,0.0,No
Gaia DR2 659765598675979904,-1.0,,,,,,,,,,129.037336,19.158592,16.089172,2.6398,-1,0.0,0.0,No
Gaia DR2 659766114072052608,-1.0,,,,,,,,,,129.094557,19.191496,12.118415,1.111,-1,0.0,0.0,No
Gaia DR2 659768038217395968,-1.0,,,,,,,,,,129.204025,19.25737,11.136124,0.8579,-1,0.0,0.0,No
Gaia DR2 659768102641215744,-1.0,,,,,,,,,,129.202071,19.257421,13.364043,1.5336,-1,0.0,0.0,No
Gaia DR2 659768553613526400,-1.0,,,,,,,,,,129.367487,19.162333,9.359429,0.5683,-1,0.0,0.0,No
Gaia DR2 659770065442010368,-1.0,,,,,,,,,,129.331348,19.235446,20.216606,0.368,-1,0.0,0.0,No
Gaia DR2 659770340319909760,-1.0,,,,,,,,,,129.401014,19.265083,13.078225,1.3931,-1,0.0,0.0,No
Gaia DR2 659771027514771328,-1.0,,,,,,,,,,129.444816,19.267237,6.705480478,0.287,-1,0.0,0.0,No
Gaia DR2 659772195745778688,-1.0,,,,,,,,,,129.390473,19.311012,15.624946,2.4921,-1,0.0,0.0,No
Gaia DR2 659773329615373056,-1.0,,,,,,,,,,129.274391,19.28303,18.338385,3.4232,-1,0.0,0.0,No
Gaia DR2 659774291689774848,-1.0,,,,,,,,,,129.261153,19.328463,15.773745,2.5069,-1,0.0,0.0,No
Gaia DR2 659774394768991744,-1.0,,,,,,,,,,129.203994,19.316486,15.46221,2.4303,-1,0.0,0.0,No
Gaia DR2 659777074828577024,-1.0,,,,,,,,,,129.350803,19.417004,14.954064,2.3451,-1,0.0,0.0,No
Gaia DR2 659854345584737152,-1.0,,,,,,,,,,131.847559,17.44084,20.58701441,1.9434,-1,0.0,0.0,No
Gaia DR2 659879531271861504,-1.0,,,,,,,,,,131.780488,17.750557,19.22578016,3.1901,-1,0.0,0.0,No
Gaia DR2 659887915048535680,-1.0,,,,,,,,,,132.133321,17.728312,17.323612,3.0085,-1,0.0,0.0,No
Gaia DR2 659920144486898944,-1.0,,,,,,,,,,132.891309,17.706776,18.239683,2.9777,-1,0.0,0.0,No
Gaia DR2 659950282269629568,-1.0,,,,,,,,,,132.751688,18.051069,16.117592,2.5917,-1,0.0,0.0,No
Gaia DR2 659980896796481792,-1.0,,,,,,,,,,133.212581,18.278717,15.297532,2.0479,-1,0.0,0.0,No
Gaia DR2 659985535361160832,-1.0,,,,,,,,,,133.084397,18.371504,14.698865,2.0495,-1,0.0,0.0,No
Gaia DR2 660019998178653440,-1.0,,,,,,,,,,132.499942,18.36503,11.036937,0.8396,-1,0.0,0.0,No
Gaia DR2 660066349465717504,-1.0,,,,,,,,,,131.500112,17.827442,17.102743,2.984,-1,0.0,0.0,No
Gaia DR2 660069235683735680,-1.0,,,,,,,,,,131.60968,17.845695,17.56959,3.0446,-1,0.0,0.0,No
Gaia DR2 660088610279891584,-1.0,,,,,,,,,,131.534064,18.040899,17.926682,3.0834,-1,0.0,0.0,No
Gaia DR2 660089366194194176,-1.0,,,,,,,,,,131.565506,18.097227,18.461275,3.0196,-1,0.0,0.0,No
Gaia DR2 660098888137931008,-1.0,,,,,,,,,,131.731805,18.033628,19.14187216,3.2192,-1,0.0,0.0,No
Gaia DR2 660106172402438272,-1.0,,,,,,,,,,132.047851,18.191128,16.624039,3.1258,-1,0.0,0.0,No
Gaia DR2 660114418739656576,-1.0,,,,,,,,,,131.787956,18.193693,16.005327,2.5358,-1,0.0,0.0,No
Gaia DR2 660118473188717824,-1.0,,,,,,,,,,131.639829,18.236008,12.83936,1.3408,-1,0.0,0.0,No
Gaia DR2 660123313618174592,-1.0,,,,,,,,,,132.003085,18.373139,20.76262316,2.2196,-1,0.0,0.0,No
Gaia DR2 660123420991093504,-1.0,,,,,,,,,,131.937985,18.356665,15.383202,2.601,-1,0.0,0.0,No
Gaia DR2 660134446170679040,-1.0,,,,,,,,,,131.084642,18.04987,12.626378,1.2443,-1,0.0,0.0,No
Gaia DR2 660141769090278784,-1.0,,,,,,,,,,131.342662,18.230968,19.78563345,2.8876,-1,0.0,0.0,No
Gaia DR2 660158674082552320,-1.0,,,,,,,,,,131.235162,18.371424,14.973653,2.2256,-1,0.0,0.0,No
Gaia DR2 660160976185029120,-1.0,,,,,,,,,,131.094157,18.385935,16.81265,2.9257,-1,0.0,0.0,No
Gaia DR2 660161349846373760,-1.0,,,,,,,,,,130.986434,18.356001,18.55343016,3.2025,-1,0.0,0.0,No
Gaia DR2 660178942032517760,-1.0,,,,,,,,,,131.507935,18.513482,18.228079,-0.0794,-1,0.0,0.0,No
Gaia DR2 660191934309271424,-1.0,,,,,,,,,,131.42037,18.582624,18.145935,3.0811,-1,0.0,0.0,No
Gaia DR2 660193858454609024,-1.0,,,,,,,,,,131.58362,18.683544,16.136581,2.8106,-1,0.0,0.0,No
Gaia DR2 660194820527281792,-1.0,,,,,,,,,,131.576151,18.719233,17.125807,2.9306,-1,0.0,0.0,No
Gaia DR2 660196774736045184,-1.0,,,,,,,,,,131.357124,18.713346,12.573647,1.2438,-1,0.0,0.0,No
Gaia DR2 660197019550544256,-1.0,,,,,,,,,,131.403683,18.72364,17.648489,3.0547,-1,0.0,0.0,No
Gaia DR2 660204406894385920,-1.0,,,,,,,,,,132.115993,18.345543,11.263552,0.89,-1,0.0,0.0,No
Gaia DR2 660210522927784576,-1.0,,,,,,,,,,132.361513,18.522108,14.601021,2.0421,-1,0.0,0.0,No
Gaia DR2 660222166583939840,-1.0,,,,,,,,,,131.954534,18.509555,20.2759521,2.2992,-1,0.0,0.0,No
Gaia DR2 660225160176260992,-1.0,,,,,,,,,,131.953588,18.605438,16.70138028,2.9601,-1,0.0,0.0,No
Gaia DR2 660225916090501376,-1.0,,,,,,,,,,132.007214,18.677137,10.250106,0.8559,-1,0.0,0.0,No
Gaia DR2 660230348496832128,-1.0,,,,,,,,,,132.093903,18.612469,15.836479,2.4518,-1,0.0,0.0,No
Gaia DR2 660247150408836864,-1.0,,,,,,,,,,132.747395,18.843088,17.763645,3.0828,-1,0.0,0.0,No
Gaia DR2 660288863131147264,-1.0,,,,,,,,,,131.638661,18.760958,9.085839,0.5206,-1,0.0,0.0,No
Gaia DR2 660295357121694080,-1.0,,,,,,,,,,131.63768,18.906729,12.872182,1.3284,-1,0.0,0.0,No
Gaia DR2 660297796663113344,-1.0,,,,,,,,,,131.770678,18.928574,17.490103,2.9909,-1,0.0,0.0,No
Gaia DR2 660298621296880256,-1.0,,,,,,,,,,131.924192,18.941328,16.33651,2.7586,-1,0.0,0.0,No
Gaia DR2 660302538307005312,-1.0,,,,,,,,,,131.771849,19.036106,18.479053,2.9396,-1,0.0,0.0,No
Gaia DR2 660302744465435904,-1.0,,,,,,,,,,131.723773,19.049152,17.645044,3.0171,-1,0.0,0.0,No
Gaia DR2 660309646476713216,-1.0,,,,,,,,,,132.125294,18.950968,18.65974816,3.1645,-1,0.0,0.0,No
Gaia DR2 660310574189878784,-1.0,,,,,,,,,,132.142149,19.02133,19.28814316,3.4509,-1,0.0,0.0,No
Gaia DR2 660317068180478336,-1.0,,,,,,,,,,132.497407,19.166956,16.84558,2.9055,-1,0.0,0.0,No
Gaia DR2 660325795553877376,-1.0,,,,,,,,,,132.106041,19.160946,17.62489,2.9036,-1,0.0,0.0,No
Gaia DR2 660326310950043648,-1.0,,,,,,,,,,132.042544,19.149984,19.304918,2.9596,-1,0.0,0.0,No
Gaia DR2 660327685339473152,-1.0,,,,,,,,,,131.974335,19.131481,17.434742,2.92,-1,0.0,0.0,No
